Company,Time,Net Income,Cash from Operations,Cash from Investing,Cash from Financing,Net Change in Cash,Levered Free Cash Flow,Unlevered Free Cash Flow,Free Cash Flow / Share,Price_Change
VFF,2011-12-01,1.5,2.6,-38.0,21.4,-14.0,-28.0,-28.7,-0.9,-0.01
JNPR,2014-12-01,-774.1,-82.5,995.0,-1422.5,-520.6,229.9,235.2,0.04,-0.25
KT,2014-12-01,-764.0,-2138.4,677.9,1277.2,-179.5,-1343.1,-1329.4,-7.55,-0.75
ADSK,2012-01-01,73.3,32.7,-228.0,39.6,-154.6,-16.6,-16.6,-0.01,-4.68
TGT,2015-01-01,-3607.0,-2055.0,-1655.0,5340.0,1604.0,-5731.1,-5735.5,-3.08,11.07
BR,2015-06-01,24.1,43.7,-126.1,0.6,-105.1,24.8,25.9,0.25,8.37
NFLX,2013-12-01,95.2,76.2,-11.3,470.7,532.5,734.4,740.2,0.12,39.37
BCPC,2013-12-01,4.9,1.9,5.6,26.3,34.0,18.8,18.8,0.23,22.25
STC,2011-12-01,14.9,-17.8,-264.4,231.8,-52.0,-45.7,-45.8,-1.06,0.02
MGM,2017-12-01,851.7,672.4,695.6,-1088.2,277.1,1098.2,1089.4,1.88,4.56
EW,2016-12-01,74.6,154.7,104.4,-109.9,147.1,-98.1,-96.8,0.07,4.9
NOC,2011-12-01,65.0,-338.0,1440.0,-2228.0,-1126.0,5136.7,5106.6,-0.43,-0.29
DE,2019-11-01,885.0,1590.0,4252.0,-367.0,5393.0,1892.8,1870.3,3.38,32.61
ELP,2018-12-01,51.4,158.8,-77.8,136.1,217.1,191.0,178.9,0.64,0.72
NYT,2017-12-01,-24.8,-17.2,-110.4,211.0,84.3,-35.2,-44.1,-0.45,5.2
BGS,2016-01-01,28.1,29.4,-719.1,695.8,6.4,-189.4,-186.7,0.45,6.58
CDNS,2011-12-01,-54.3,41.2,228.6,-204.7,55.9,-25.7,-25.5,0.16,1.72
TTWO,2015-03-01,-641.1,-487.5,-189.3,134.6,-557.2,-399.6,-401.2,-5.9,3.52
ENIA,2012-12-01,65.6,3.6,-572.3,-429.6,-1271.4,-466.4,-457.7,-0.01,-0.05
KO,2019-12-01,2486.0,2844.0,-9903.0,1343.0,-5526.0,-5202.7,-5205.3,0.54,8.0
BSX,2018-12-01,1567.0,-1116.0,-911.0,1322.0,-718.0,-715.4,-707.9,-0.81,10.55
ASH,2014-09-01,-450.0,-90.0,1760.0,-442.0,1224.0,-373.5,-358.7,-0.88,5.68
DVA,2015-12-01,-453.4,71.9,395.9,26.0,489.0,-73.9,-73.4,0.04,-6.03
NAT,2014-12-01,92.2,104.8,-8.4,-71.5,24.9,22.6,23.0,0.69,0.37
WMB,2015-12-01,-2685.0,593.0,6858.0,-7150.0,301.0,2296.7,2482.3,2.05,-19.24
AFL,2017-12-01,1945.0,141.0,-1576.0,-446.0,-1877.0,-3497.6,-3515.1,0.46,9.09
MU,2011-09-01,-1683.0,-612.0,-1594.0,25.0,-2181.0,-1205.8,-1213.5,-2.86,-2.17
BGS,2019-12-01,-96.0,-163.0,-472.3,831.0,194.6,-284.0,-288.5,-2.48,-10.98
ENIA,2012-01-01,-316.5,-933.2,471.5,1057.1,865.9,-822.1,-866.3,-0.02,-2.65
BKNG,2015-12-01,129.6,289.1,-1536.6,-2260.3,-3520.4,147.8,178.4,6.26,134.74
RPM,2020-05-01,37.8,257.0,38.6,-263.1,31.5,264.6,263.7,1.93,21.26
MCO,2019-12-01,112.0,214.0,442.0,-1151.0,-466.0,296.6,283.5,1.33,97.37
XEC,2017-12-01,903.1,470.8,-573.5,-23.1,-125.8,-297.7,-304.0,-0.92,-13.89
STX,2019-06-01,830.0,-352.0,2434.0,-1001.0,1080.0,-420.2,-427.7,-1.96,-9.35
MTD,2011-12-01,37.4,12.6,-55.3,-528.4,-574.5,-20.0,-18.1,-0.12,-3.5
SAM,2013-12-01,10.9,4.7,-36.0,-18.6,-49.9,-38.9,-38.9,-2.43,107.34
VRTX,2016-12-01,444.2,601.5,-217.7,-55.6,326.4,520.3,518.5,2.76,-52.16
MNST,2013-12-01,-1.3,54.3,-611.6,681.2,125.6,75.6,75.7,0.12,4.98
KT,2019-12-01,-18.1,-360.8,-935.8,261.4,-1040.5,1627.5,1606.0,-3.88,-2.62
TSN,2014-09-01,86.0,-136.0,-8157.0,7515.0,-781.0,-725.5,-715.6,-0.61,11.09
ISRG,2017-12-01,-67.4,56.9,1658.1,-2427.5,-710.4,-165.5,-165.5,-0.46,153.55
CXO,2019-12-01,-2991.0,278.0,223.0,-431.0,70.0,98.6,121.1,-1.14,-15.22
ATNI,2014-12-01,-263.5,190.0,-717.6,276.6,-250.4,-296.7,-297.4,12.79,11.02
GLUU,2018-12-01,84.4,60.5,13.8,-1.6,72.6,5.9,5.8,0.49,4.43
SLF,2012-12-01,1938.2,-1914.2,140.1,362.8,-1452.2,37787.4,37753.1,-3.44,8.01
MSI,2013-12-01,218.0,-126.0,1213.0,1087.0,2170.0,120.3,134.0,-0.17,11.82
COP,2016-12-01,813.0,-3169.0,4796.0,2193.0,3936.0,2982.5,3185.7,1.63,3.45
PHM,2012-12-01,416.5,742.8,103.3,-124.2,722.0,989.3,989.0,1.97,11.85
BAX,2014-12-01,485.0,17.0,3820.0,-3047.0,729.0,2179.0,2186.5,-0.36,2.04
MRK,2018-12-01,3826.0,4471.0,1635.0,-3154.0,2290.0,2093.5,2104.8,1.45,20.14
ALL,2011-12-01,-124.0,-1760.0,3829.0,-1805.0,264.0,2346.0,2346.0,-3.3,-4.47
BGS,2018-12-01,-45.1,171.7,568.1,-1112.6,-372.6,320.1,331.0,2.87,-6.24
JSAIY,2012-03-01,-91.6,303.6,65.5,550.9,920.0,-79.7,-70.9,0.1,-1.66
ALB,2019-12-01,-160.4,173.2,-1359.9,1829.2,639.8,30.6,30.9,0.17,-4.03
RTX,2012-12-01,151.0,56.0,-15114.0,12026.0,-3001.0,-2892.1,-2754.7,-2.19,5.62
CAH,2015-06-01,49.0,16.0,1.0,770.0,787.0,9.7,14.6,0.08,15.09
USM,2017-12-01,-36.0,-32.0,-65.0,-8.0,-105.0,-191.4,-191.4,-2.24,-6.09
LH,2012-12-01,63.4,-14.2,-253.9,644.2,378.9,22.2,26.6,-0.15,0.65
OGE,2017-12-01,280.8,139.8,-201.5,150.7,89.0,-38.7,-31.1,-0.12,-0.54
FIS,2011-12-01,65.1,100.2,345.0,-265.7,170.4,276.5,305.1,0.71,-0.8
SNPS,2012-10-01,-39.0,45.8,-790.3,521.1,-234.4,72.8,74.1,0.33,5.39
SO,2017-12-01,-1606.0,1500.0,12857.0,-14774.0,-417.0,-2546.6,-2315.4,1.42,-1.1
PNW,2015-12-01,39.7,-5.3,-143.5,182.7,33.8,-115.3,-119.0,-1.55,-3.83
NVDA,2012-01-01,328.0,233.4,-493.7,44.7,-215.6,58.8,58.8,0.28,-9.15
SIRI,2011-12-01,383.9,30.7,174.5,-221.1,-15.9,75.9,85.0,0.06,0.19
SJM,2017-04-01,-96.4,-402.0,-211.4,692.8,72.8,-594.7,-599.7,-3.08,-0.26
DOV,2017-12-01,302.8,-27.3,1666.9,-1227.8,417.8,197.6,203.2,-0.38,21.04
PG,2018-06-01,-5576.0,2114.0,3174.0,-5807.0,-471.0,-5611.0,-5585.4,0.9,-9.09
UHS,2019-12-01,35.2,163.8,58.8,-352.8,-126.4,168.9,173.1,2.67,26.9
SXT,2018-12-01,67.8,47.2,-95.6,54.7,-0.9,-75.7,-74.2,1.23,-17.3
INCY,2018-12-01,422.6,429.2,263.6,-675.5,17.4,331.0,326.4,2.24,-31.12
VERU,2018-09-01,-17.3,-12.5,0.0,12.1,-0.4,-15.3,-13.4,-0.24,-1.23
WYNN,2012-12-01,-111.4,-330.1,114.2,675.1,458.5,-419.2,-378.5,-1.95,8.65
WST,2015-12-01,-31.5,29.5,-25.5,-10.7,-6.0,-23.5,-25.0,0.12,6.98
ED,2013-12-01,-76.0,-47.0,-136.0,717.0,534.0,-631.3,-561.4,-1.3,-0.26
UPS,2017-12-01,1483.0,-4994.0,-2408.0,6427.0,-901.0,-2325.0,-2280.0,-8.27,4.51
ADI,2012-11-01,-216.2,-86.0,-636.0,-488.2,-1211.4,-38.4,-33.9,-0.32,4.03
GPN,2014-05-01,29.2,-46.4,26.9,35.4,2.2,-8.0,-4.4,-0.13,10.3
STKL,2012-12-01,18.9,36.6,-29.9,-2.0,4.8,22.5,22.8,0.47,0.81
VAR,2013-09-01,11.2,-37.6,26.0,286.3,273.2,-95.5,-95.2,-0.38,12.76
ORLY,2011-12-01,88.3,415.3,31.6,-117.9,329.0,481.2,466.1,3.43,19.53
CTAS,2015-05-01,56.2,-25.7,59.5,-282.9,-257.2,-227.9,-228.3,-0.69,24.71
WDC,2013-06-01,-632.0,52.0,3197.0,-1867.0,1383.0,1013.4,1031.5,-0.76,31.61
FLO,2018-12-01,7.1,-1.5,-266.4,289.4,21.5,-104.7,-105.2,-0.13,-0.84
CNC,2011-12-01,16.4,92.8,81.5,-65.2,109.1,-73.9,-72.4,0.4,3.57
HFC,2017-12-01,1065.9,344.5,-158.1,-911.3,-723.8,357.6,386.0,3.13,18.46
FLO,2012-12-01,12.7,82.6,-147.5,69.3,4.5,56.4,64.7,0.46,2.86
MMC,2014-12-01,108.0,778.0,-776.0,-134.0,-347.0,945.2,944.0,1.5,8.88
EBAY,2012-12-01,-620.0,564.0,-456.0,2789.0,3012.0,-284.9,-261.1,0.21,8.69
UNFI,2015-08-01,13.2,-13.5,210.7,-201.0,-3.7,6.0,10.2,0.11,-16.14
VLO,2012-12-01,-7.0,1232.0,1947.0,-167.0,3009.0,1336.0,1281.7,1.26,11.96
GLP,2014-12-01,69.6,89.8,152.1,-249.1,-7.2,40.2,42.3,2.23,-2.4
TRV,2015-12-01,-253.0,-259.0,111.0,76.0,-74.0,-722.1,-719.7,0.16,7.01
VZ,2015-12-01,8254.0,8396.0,-14187.0,42593.0,36802.0,-2827.6,-2824.5,-1.12,-0.56
CASY,2018-04-01,140.4,-39.5,-154.6,170.1,-23.9,-188.8,-182.3,-4.83,-15.47
GRMN,2011-12-01,-63.7,51.7,-415.3,203.4,-143.2,111.0,110.2,0.27,8.82
ALB,2014-12-01,-279.9,59.7,111.6,1897.3,2013.0,71.4,77.5,1.54,-3.26
DGX,2018-12-01,-36.0,25.0,29.0,191.0,245.0,-231.0,-221.0,-0.73,-15.22
ERF,2017-12-01,-107.5,146.1,-542.7,91.9,-324.5,611.2,609.2,0.25,0.31
NXST,2012-12-01,194.4,39.6,-184.0,222.1,77.6,24.2,23.7,1.22,2.75
MKTX,2012-12-01,12.4,16.1,23.6,-125.0,-85.3,20.4,20.4,0.38,6.4
FDS,2015-08-01,29.6,41.4,5.8,89.4,122.7,10.7,10.8,0.92,30.52
VALE,2012-12-01,-15469.5,-5149.2,-3064.3,13758.4,5842.3,-7168.1,-7057.1,-1.25,-3.3
BLK,2018-12-01,-647.0,-875.0,-200.0,-135.0,-1495.0,-19.8,-33.0,-5.49,-120.89
AAPL,2016-09-01,-7707.0,-15035.0,10297.0,-3174.0,-7912.0,-11805.6,-11353.8,-2.35,2.75
ES,2012-12-01,131.2,190.8,-449.3,314.5,56.0,-831.7,-782.0,-0.52,3.01
F,2013-12-01,6340.0,1399.0,-5441.0,4428.0,298.0,5239.9,5312.4,0.05,2.4
MA,2016-12-01,251.0,536.0,-448.0,172.0,470.0,306.7,327.8,0.57,5.89
KSS,2016-01-01,-194.0,-540.0,-88.0,-508.0,-1136.0,-694.8,-703.0,-2.5,-9.97
EIX,2014-12-01,697.0,281.0,-335.0,64.0,10.0,-444.1,-426.6,-0.08,19.18
HAL,2014-12-01,1375.0,-385.0,-268.0,724.0,63.0,704.0,739.6,-0.76,-11.42
TELNY,2019-12-01,-818.1,-310.4,-4887.3,5059.8,-32.0,-1078.4,-907.6,-0.24,-1.46
CNC,2017-12-01,266.0,-362.0,1215.0,-2799.0,-1945.0,-2053.0,-2029.3,-1.75,22.19
MCK,2018-03-01,-5003.0,-399.0,276.0,-1015.0,-844.0,-631.4,-647.0,-0.82,-7.39
GE,2014-12-01,2176.0,-801.0,-34151.0,28619.0,-9034.0,76299.0,76452.8,-0.08,-2.65
TAC,2019-12-01,208.3,53.1,-105.7,466.1,412.8,62.4,63.9,-0.2,3.04
MCK,2013-03-01,-65.0,-467.0,-707.0,949.0,-230.0,-659.6,-666.5,-1.51,20.19
ADSK,2020-01-01,295.3,1038.0,653.1,-618.7,1080.7,576.1,577.3,4.78,49.65
ITW,2018-12-01,876.0,409.0,-74.0,-2290.0,-2212.0,402.0,400.1,1.18,-40.16
HRB,2012-04-01,-140.2,-150.5,462.1,89.3,392.7,795.4,794.0,-0.51,-2.59
ES,2014-12-01,33.5,-11.5,-150.6,159.9,-2.3,-687.3,-672.7,-0.51,11.13
ROL,2017-12-01,11.7,8.9,-77.4,6.1,-43.9,34.3,34.3,0.05,8.53
SCCO,2016-12-01,40.1,43.3,1009.0,-702.9,361.0,-133.2,-83.2,0.09,5.74
EONGY,2015-12-01,-3776.4,-1130.4,3604.1,1391.2,3745.3,9356.2,8648.5,0.23,-7.48
LPX,2011-12-01,-142.3,-88.0,-112.6,158.6,-44.5,-179.7,-183.6,-0.72,-1.39
COST,2014-08-01,19.0,547.0,158.0,-830.0,-22.0,955.6,964.4,1.43,5.49
HD,2014-02-01,850.0,653.0,-75.0,-1618.0,-1072.0,400.3,449.7,0.6,13.53
NFLX,2018-12-01,652.3,-894.6,-373.4,971.5,-366.0,1798.0,1912.0,-2.02,75.7
VERU,2015-09-01,1.9,-5.2,0.0,6.7,1.4,-8.8,-8.8,-0.19,-1.91
JBHT,2016-12-01,4.9,-19.2,91.1,-70.7,1.2,45.2,45.0,0.64,23.71
OXY,2014-12-01,-5287.0,-1710.0,-426.0,731.0,-1405.0,-7283.3,-7316.4,-5.41,-10.64
IEX,2018-12-01,73.3,46.5,-26.7,-12.6,-49.5,23.4,22.9,0.39,-5.71
CMCSA,2014-12-01,1564.0,2785.0,781.0,7859.0,11425.0,-2495.6,-2468.8,0.38,3.02
SYK,2018-12-01,2533.0,1051.0,-1244.0,2123.0,1848.0,756.8,767.5,2.88,1.91
GWW,2017-12-01,-20.0,33.0,116.0,-91.0,69.0,31.9,38.2,1.96,4.0
DISCA,2011-12-01,479.0,432.0,-24.0,344.0,739.0,308.5,293.5,0.57,-0.37
MRWSY,2019-02-01,-134.4,-29.1,-27.1,-27.5,-83.8,43.0,81.3,0.03,-0.02
OKE,2018-12-01,763.9,871.3,-1547.3,862.5,186.5,-775.4,-785.4,-2.59,0.5
MU,2013-08-01,2222.0,-303.0,402.0,23.0,122.0,-1665.7,-1674.3,-0.06,7.36
T,2018-12-01,-10080.0,5592.0,-44202.0,-51919.0,-90529.0,-803.3,232.4,0.63,-10.34
ZBH,2017-12-01,1507.9,-49.9,1180.7,-467.3,715.5,-329.8,-389.9,-0.11,17.47
MRO,2011-12-01,378.0,654.0,-5046.0,-940.0,-5352.0,996.5,1042.1,1.69,6.79
SLGN,2018-12-01,-45.7,116.7,1007.8,-1130.4,-9.5,191.1,195.4,0.9,-5.77
WWE,2011-12-01,-28.7,23.4,9.7,29.6,62.7,-17.8,-17.7,0.1,-4.92
MGEE,2017-12-01,22.0,-16.5,-29.5,41.5,-4.4,-34.9,-35.2,-1.18,-2.2
IVZ,2014-12-01,47.8,420.2,-1587.3,921.8,-312.7,65.7,90.2,0.85,3.12
GOOGL,2019-12-01,3607.0,6549.0,-987.0,-10030.0,-4189.0,5048.2,5039.4,11.87,294.43
BF.B,2015-04-01,25.0,-41.0,2.0,-243.0,-300.0,-99.6,-99.0,-0.06,0.2
CNP,2016-12-01,1124.0,53.0,353.0,-291.0,115.0,784.8,768.3,0.52,6.28
LH,2016-12-01,274.2,214.7,3199.2,-3855.6,-419.2,132.0,97.2,1.61,4.74
AIZ,2012-12-01,-55.3,-175.6,-253.3,156.2,-273.5,473.3,473.3,-1.08,-6.36
FLO,2015-01-01,-55.2,44.7,468.4,-509.4,3.7,52.5,52.2,0.28,-1.91
CTL,2011-12-01,-375.0,2156.0,-2788.0,598.0,-56.0,1256.7,1586.7,-0.57,-8.97
NEE,2019-12-01,-2869.0,1562.0,-5227.0,-3761.0,-7415.0,-1506.5,-1037.1,-5.76,68.34
XRX,2014-12-01,-146.0,-312.0,-251.0,-222.0,-891.0,-1022.1,-1030.9,0.18,4.46
PKG,2015-12-01,44.2,32.5,153.0,-60.1,125.4,108.8,108.4,1.44,-15.0
TDG,2014-09-01,4.1,71.0,172.8,-112.2,130.6,56.4,102.5,1.01,53.38
CINF,2014-12-01,8.0,77.0,198.0,-63.0,212.0,-45.7,-46.2,0.45,-0.53
MAR,2012-12-01,373.0,-100.0,-338.0,827.0,389.0,-1715.8,-1732.7,-0.86,8.1
PH,2019-06-01,451.6,133.4,-242.2,2584.3,2460.3,236.9,222.0,1.67,14.16
PAYX,2016-05-01,81.9,123.0,221.9,-400.9,-56.0,-126.2,-125.9,0.37,4.81
NGG,2019-03-01,-3013.0,-694.2,-8089.8,9812.1,1036.2,-1702.4,-1824.7,-0.09,-0.59
LB,2018-02-01,-175.0,-584.0,135.0,638.0,195.0,-297.2,-289.8,-1.02,-10.88
PSMT,2014-08-01,8.6,6.7,-47.8,23.7,-15.4,-29.9,-29.8,-1.41,3.65
JKHY,2012-06-01,14.5,24.5,-17.3,149.4,156.6,4.9,2.9,0.02,4.51
IDXX,2018-12-01,113.9,26.8,277.3,-389.8,-96.7,17.9,16.3,-0.19,29.64
ADI,2013-11-01,22.3,97.8,389.8,249.0,739.6,53.7,54.1,0.28,7.62
NOV,2014-12-01,175.0,-783.0,1860.0,-1038.0,-17.0,796.5,792.7,-2.06,-6.14
NEWT,2017-12-01,11.7,-58.8,0.0,60.8,1.9,-26.8,-25.1,-3.24,2.59
FCX,2014-12-01,-3966.0,-508.0,7107.0,-6400.0,154.0,-3103.2,-3048.3,-3.75,-14.28
KMX,2017-02-01,3.6,-338.5,-41.2,416.6,36.8,-479.8,-467.2,-2.46,18.28
BA,2018-12-01,2002.0,1976.0,-2563.0,-372.0,-1092.0,159.4,231.3,4.3,27.59
GSS,2011-12-01,9.1,-73.0,-36.0,10.6,-98.3,-121.6,-122.2,-2.11,-14.7
CLNE,2012-12-01,-53.7,7.3,2.0,-324.2,-312.5,-96.1,-92.3,-1.1,-0.01
CCK,2018-12-01,116.0,822.0,-4339.0,3933.0,365.0,-82.8,-0.3,6.36,-14.68
EONGY,2019-12-01,-1935.7,57.5,-7686.5,3909.4,-3732.1,11610.6,11894.5,-0.44,0.8
VRSN,2013-12-01,224.5,41.8,1431.3,-79.5,1391.1,701.8,707.5,0.46,20.96
OXY,2012-12-01,-2173.0,-982.0,-2739.0,329.0,-3392.0,-3436.9,-3433.1,1.22,-16.39
NYT,2011-12-01,-145.3,-79.4,22.2,-470.9,-527.6,-628.6,-629.1,-0.62,-2.07
LNT,2013-12-01,38.5,-110.1,400.8,-311.9,-21.2,415.7,427.0,1.13,3.85
TIF,2013-01-01,-23.0,117.7,-88.5,285.2,318.5,84.1,90.6,0.44,1.95
ITW,2019-12-01,-42.0,184.0,142.0,1638.0,2067.0,-72.8,-95.2,0.94,52.94
ATVI,2015-12-01,57.0,-72.0,-3632.0,211.0,-3463.0,-216.0,-221.0,-0.13,18.56
ELP,2013-12-01,112.1,-126.5,102.9,-57.4,-80.9,121.6,-18.5,-0.04,-1.44
AIG,2013-12-01,5647.0,2189.0,-9513.0,8806.0,1413.0,-92215.9,-92326.5,1.8,15.75
BCPC,2018-12-01,-11.5,8.1,10.7,-2.8,12.1,12.4,12.1,0.49,-2.25
NI,2014-12-01,-2.1,-117.2,-225.2,350.5,7.5,58.0,59.4,-0.62,3.91
COG,2018-12-01,456.6,206.7,412.8,-1078.8,-459.3,-537.8,-543.2,0.18,-6.25
RE,2013-12-01,430.4,403.7,40.5,-407.6,-14.1,395.7,391.0,9.2,45.92
HSY,2017-12-01,63.0,236.1,266.8,-379.4,132.8,90.1,95.2,1.2,10.08
SMG,2016-09-01,155.5,-2.9,402.0,-407.7,-3.4,593.7,602.5,4.92,22.45
TXN,2017-12-01,87.0,749.0,-477.0,76.0,348.0,422.5,421.3,0.64,31.47
STZ,2019-02-01,1132.5,314.9,-3408.7,3194.5,90.4,258.0,359.3,2.65,-46.32
SLGN,2012-12-01,-41.9,-7.9,23.0,-168.5,-153.4,168.3,167.3,0.34,1.45
CB,2016-12-01,1301.0,1428.0,972.0,-4437.0,-1917.0,42504.6,42695.3,-0.43,15.27
GL,2019-12-01,59.3,86.3,86.9,-199.0,-47.6,1549.8,1546.2,1.18,30.72
ED,2016-12-01,52.0,182.0,-1293.0,716.0,-395.0,-1315.3,-1286.5,-5.37,9.41
CNP,2015-12-01,-1303.0,473.0,-3.0,-594.0,-124.0,674.5,666.7,0.6,-5.07
PRU,2019-12-01,112.0,-2039.0,4600.0,-2415.0,20.0,9118.9,9118.9,-3.4,12.19
MTRN,2016-12-01,-6.5,-22.8,14.6,3.8,-3.9,-4.5,-4.9,-0.38,11.6
SYK,2011-12-01,72.0,-113.0,-1340.0,-571.0,-1952.0,-20.6,-18.8,-0.31,-3.99
SSRM,2018-12-01,-62.9,-84.9,-100.4,15.9,-173.4,-101.6,-101.8,-1.58,3.3
ECL,2015-12-01,-200.7,184.2,-67.5,-79.9,12.8,427.4,418.4,0.6,9.86
IDXX,2013-12-01,9.5,23.6,-28.0,22.8,15.0,-34.9,-34.0,0.08,6.79
ABMD,2013-03-01,13.5,22.8,7.2,-26.5,3.3,15.3,15.3,0.55,-3.52
UNP,2014-12-01,792.0,562.0,-844.0,67.0,-215.0,-110.0,-88.2,-0.2,35.13
ICE,2019-12-01,-55.0,126.0,1161.0,-1290.0,12.0,54.6,80.2,0.28,17.22
GPC,2016-12-01,-18.5,-213.3,-330.4,483.7,-42.7,-443.6,-443.9,-1.65,9.65
JNPR,2013-12-01,253.3,208.2,34.6,146.6,378.8,113.3,116.7,0.78,2.9
HSY,2015-12-01,-333.9,411.9,385.3,-77.7,715.4,702.8,716.4,1.98,-14.66
AIG,2011-12-01,10564.0,-16678.0,46360.0,-27665.0,2758.0,23329.3,24818.1,-121.56,-25.07
HAL,2016-12-01,-5092.0,-4609.0,1482.0,-10621.0,-13854.0,94.3,215.5,-3.75,20.05
RL,2019-03-01,268.1,-191.3,-690.2,-408.2,-1372.7,-331.3,-329.8,-2.69,17.88
DAR,2015-01-01,-44.8,64.5,-1428.4,-181.8,-1529.7,-285.2,-235.2,-0.54,-3.9
VIAC,2011-12-01,581.0,14.0,-21.0,424.0,417.0,721.5,667.0,0.09,8.09
CPRT,2014-07-01,-1.3,63.3,115.9,-10.9,171.5,93.5,92.6,0.44,0.44
ROK,2014-09-01,70.5,25.5,-226.6,-67.2,-306.6,82.1,81.1,0.28,2.94
APD,2018-09-01,-1502.6,972.2,-3961.6,611.6,-2425.1,-1035.2,-1029.0,2.0,15.83
CRM,2018-01-01,37.0,576.0,673.0,-777.0,487.0,316.9,292.3,0.61,34.81
ADBE,2017-12-01,525.2,713.2,517.1,-93.0,1160.0,557.3,559.8,1.53,72.29
EA,2018-03-01,76.0,114.0,1381.0,86.0,1621.0,208.8,208.9,0.35,31.72
VIAC,2015-12-01,-1546.0,119.0,755.0,-1010.0,-136.0,-96.3,-78.1,0.54,-8.21
XOM,2014-12-01,-60.0,202.0,7226.0,-2412.0,4910.0,-1276.0,-1102.8,0.3,-8.75
WHR,2019-12-01,1367.0,1.0,1035.0,-906.0,169.0,292.2,289.0,1.45,40.66
OII,2013-12-01,82.5,93.6,-71.6,-61.9,-43.5,-37.9,-39.1,0.11,25.09
PGR,2011-12-01,-52.8,-181.4,-258.4,439.7,-1.4,-572.1,-572.5,-0.21,-0.33
HES,2016-12-01,-3076.0,-1186.0,2116.0,-1186.0,-256.0,889.5,887.6,3.55,13.81
CLX,2017-06-01,53.0,87.0,225.0,-329.0,-5.0,-48.8,-48.8,0.24,-5.15
TAP,2015-12-01,-118.8,-572.0,-95.3,285.8,-376.0,-274.9,-294.5,-3.18,19.4
AMD,2016-12-01,162.0,307.0,130.0,63.0,500.0,372.1,359.6,0.41,8.47
CCOI,2015-12-01,4.1,10.8,24.4,-102.2,-67.1,48.9,45.3,0.79,-0.7
CLPHY,2014-12-01,685.1,121.7,-1558.8,2262.1,820.0,663.0,508.4,0.0,0.79
CLNE,2014-12-01,-22.7,-71.3,108.1,-316.5,-279.2,-60.7,-53.6,-0.79,-7.88
COG,2013-12-01,148.1,372.4,-152.7,-227.9,-8.1,-57.2,-57.0,0.25,13.89
RL,2020-03-01,-46.6,-29.2,1581.4,167.5,1732.3,210.8,208.9,-0.88,-62.85
WU,2016-12-01,-584.6,-29.2,15.3,42.8,28.9,821.9,812.3,0.09,3.81
IBM,2015-12-01,1168.0,387.0,-5158.0,6039.0,1450.0,-6298.5,-6308.5,0.76,-22.82
HHS,2012-12-01,-127.6,14.5,5.6,-57.6,-37.5,14.1,14.5,3.75,-31.9
WMB,2018-12-01,-2329.0,204.0,-2825.0,1161.0,-1460.0,-1200.6,-1182.5,-0.76,-8.44
CCOI,2018-12-01,22.8,22.2,-4.1,44.8,56.4,-1.8,-0.5,0.38,-0.09
REED,2011-12-01,0.4,-1.5,0.0,1.2,-0.2,-1.3,-1.2,-0.12,-0.9
SNA,2016-01-01,56.8,104.1,-33.2,-24.6,44.6,255.2,254.7,1.8,28.85
DHR,2017-12-01,-61.6,-44.0,4399.6,-5141.2,-506.3,-653.6,-681.3,-0.06,14.98
GRMN,2012-12-01,21.5,-137.6,-8.0,57.6,-82.2,-134.2,-134.2,-0.72,0.94
NLOK,2016-04-01,1610.0,-510.0,8327.0,-3959.0,3942.0,933.8,931.8,-0.67,-3.43
KMB,2013-12-01,392.0,-248.0,340.0,-383.0,-394.0,-35.7,-37.7,-0.16,19.2
MAR,2018-12-01,448.0,130.0,-1263.0,1522.0,389.0,-979.3,-946.8,-0.16,-27.17
KLAC,2013-06-01,-212.9,-28.4,287.5,-64.4,194.1,-5.8,-5.8,-0.25,5.21
WLTW,2012-12-01,-650.0,86.0,-71.0,-77.0,-56.0,-22.8,-33.0,0.92,-13.96
LLY,2014-12-01,-2294.3,-1276.6,-1836.3,3662.9,230.0,-1516.9,-1524.0,-1.59,17.99
CAH,2017-06-01,-139.0,-1787.0,3675.0,4885.0,6783.0,-734.0,-719.6,-5.15,-0.09
AME,2016-12-01,-78.7,84.3,-26.8,274.1,332.9,35.5,37.1,0.46,-4.99
DLTR,2017-01-01,613.8,870.8,6494.8,-7109.3,258.3,1430.1,1405.0,3.25,-4.13
VMC,2019-12-01,101.9,151.3,254.1,-73.1,332.3,97.2,92.3,1.79,45.19
DOV,2014-12-01,-227.9,-176.7,-333.4,423.0,-126.1,3940.9,3945.4,-1.04,-6.75
GRMN,2017-12-01,191.3,-44.9,-72.7,113.3,31.1,-85.0,-85.0,-0.52,11.08
TSN,2015-10-01,356.0,1392.0,8530.0,-8950.0,957.0,1947.8,2048.5,2.7,4.99
MCO,2015-12-01,-47.4,179.5,472.9,559.0,1237.9,128.7,136.8,1.06,4.53
NEWT,2018-12-01,-3.3,-0.8,-0.2,14.1,13.2,-41.8,-39.3,0.27,-1.05
NEWT,2012-12-01,2.3,-15.8,-4.7,22.7,2.2,-13.4,-12.7,-2.43,3.0
FFIV,2018-09-01,32.9,20.8,-423.8,-5.3,-407.3,-86.3,-86.3,0.68,78.86
WEC,2014-12-01,10.9,-33.3,-11.0,89.8,45.5,625.0,618.4,-0.29,11.4
GPC,2014-12-01,26.3,-266.6,438.9,-30.3,147.0,-37.0,-38.2,-1.58,23.38
