Company,Time,Total Assets,Total Liabilities,Total Equity,Total Shares Out. on Filing Date,Book Value / Share,Tangible Book Value,Tangible Book Value Per Share,Total Debt,Net Debt,Total Revenues,Operating Income,Revenue Per Share,Basic EPS,Normalized Basic EPS,Dividend Per Share,EBITA,EBIT,Normalized Net Income,Net Income,Cash from Operations,Cash from Investing,Cash from Financing,Net Change in Cash,Levered Free Cash Flow,Unlevered Free Cash Flow,Free Cash Flow / Share,Price_Change
AES,2015-12-01,-2496.0,-1342.0,-1154.0,-42.9,-1.35,-2424.0,-3.44,-419.0,103.0,-4864.0,-326.0,-6.0,-0.62,0.17,0.2,-336.0,-326.0,85.2,-463.0,309.0,-1710.0,1290.0,-112.0,704.6,513.3,0.01,-4.2
RPM,2014-05-01,257.6,33.9,223.7,0.6,1.32,148.5,1.13,-12.5,-24.7,297.7,82.6,2.18,1.45,0.41,0.06,83.6,82.6,53.8,193.1,-90.4,327.7,-275.4,-38.3,-215.7,-215.0,-0.73,9.94
CI,2017-12-01,2399.0,2424.0,-25.0,-14.2,2.78,-155.0,0.71,407.0,620.0,2036.0,1082.0,10.9,1.61,2.82,0.0,1050.0,1082.0,672.9,370.0,60.0,871.0,-2426.0,-1430.0,1702.2,1697.3,0.45,69.7
K,2016-12-01,-140.0,72.0,-212.0,0.8,-0.64,-517.0,-1.43,22.0,-7.0,-560.0,308.0,-1.17,0.27,0.18,0.06,307.0,308.0,52.7,85.0,-420.0,735.0,-80.0,221.0,331.7,443.5,-1.03,0.27
FNF,2011-12-01,-25.4,-236.9,211.5,-3.4,1.19,296.7,1.46,-36.2,-106.0,-613.3,-143.6,-2.01,0.04,-0.38,-0.21,-145.7,-143.6,-94.0,-1.1,-78.5,-162.7,-19.1,-260.3,-184.1,-177.3,-0.26,1.62
CMCL,2017-12-01,19.4,9.4,9.9,0.0,0.75,7.7,0.75,-1.2,0.0,7.2,4.7,0.6,0.07,0.29,0.03,4.7,4.7,3.2,0.9,1.5,-1.7,-5.1,-5.1,3.6,3.5,-0.03,1.69
SEIC,2017-12-01,216.6,42.8,173.7,-1.9,1.21,77.7,0.58,30.0,-18.5,125.1,21.2,0.96,0.49,0.24,0.04,22.8,21.2,31.4,70.6,25.7,-90.7,75.1,34.6,-2.2,-2.0,0.18,22.5
XOM,2016-12-01,-6444.0,-3464.0,-2980.0,-6.3,-0.76,-3486.0,-0.76,4075.0,4123.0,-40778.0,-9899.0,-9.5,-1.97,-1.8,0.1,-9899.0,-9899.0,-7568.4,-8310.0,-8262.0,11421.0,-2256.0,863.0,7064.4,7153.1,0.5,12.31
UAA,2019-12-01,598.5,465.2,133.2,3.0,0.26,135.0,0.28,570.4,339.8,73.9,63.4,0.03,0.3,0.04,0.0,63.4,63.4,19.1,138.4,-119.2,55.8,52.8,-18.0,-160.0,-167.7,-0.22,3.93
RAD,2013-03-01,-285.6,-412.8,127.4,0.2,2.93,181.2,4.43,-315.3,-282.4,-728.9,437.5,-18.87,10.97,6.36,0.0,421.4,437.5,282.1,486.7,553.1,-125.1,-531.9,-104.0,125.8,117.1,9.45,3.2
GSS,2015-12-01,-19.1,58.0,-77.0,0.1,-1.27,-66.3,-1.27,11.3,15.6,-73.7,27.0,-1.43,0.11,0.41,0.0,27.1,27.0,21.3,5.4,57.7,-19.9,-15.9,22.0,-3.2,-3.6,0.66,-0.22
ES,2015-12-01,839.9,464.5,375.4,0.0,1.17,375.4,1.17,424.6,439.4,212.9,131.4,0.58,0.18,0.26,0.1,131.4,131.4,84.4,59.0,-218.2,-67.4,275.4,-10.1,70.9,77.4,-1.07,-2.45
CE,2015-12-01,-210.0,39.0,-249.0,-5.8,-2.23,-389.0,-2.12,254.0,75.0,-1128.0,-40.0,-6.26,-2.01,-0.14,0.22,-49.0,-40.0,-37.5,-320.0,-100.0,147.0,349.0,391.0,-5.5,-28.0,0.44,7.37
K,2018-12-01,1429.0,464.0,965.0,-1.8,1.26,-845.0,-2.54,300.0,260.0,693.0,92.0,2.1,0.25,-0.47,0.08,103.0,92.0,-166.8,82.0,1133.0,-1097.0,38.0,39.0,-234.8,-215.5,3.04,-10.97
LUV,2011-12-01,2605.0,1965.0,640.0,25.3,0.56,-425.0,-0.81,499.0,893.0,3554.0,-341.0,4.0,-0.39,-0.31,0.0,-291.0,-341.0,-216.2,-281.0,-205.0,243.0,-617.0,-579.0,-310.8,-290.1,-0.93,-4.42
CLX,2015-06-01,-94.0,-58.0,-36.0,-0.2,-0.28,24.0,0.17,-135.0,-188.0,141.0,32.0,0.84,0.14,0.18,0.12,29.0,32.0,26.2,22.0,107.0,32.0,-104.0,23.0,113.9,112.0,0.89,12.62
TSN,2011-10-01,319.0,-101.0,420.0,-7.4,1.59,509.0,1.53,-355.0,-93.0,3602.0,-258.0,9.66,-0.08,-0.33,0.0,-310.0,-258.0,-123.0,-30.0,-386.0,-144.0,301.0,-236.0,-582.2,-653.8,-1.28,3.73
TXN,2017-12-01,1211.0,1347.0,-136.0,-15.8,-0.01,124.0,0.19,468.0,-511.0,1591.0,1250.0,1.77,0.14,0.78,0.48,1249.0,1250.0,735.0,87.0,749.0,-477.0,76.0,348.0,422.5,421.3,0.64,31.47
HHS,2013-12-01,-20.7,-41.5,20.9,0.1,3.17,23.9,3.85,-12.4,-51.8,-21.5,-17.3,-2.87,15.39,-1.43,0.0,-17.3,-17.3,-9.2,96.8,-16.8,23.7,69.8,75.9,71.7,71.3,-3.02,19.2
GPC,2017-12-01,3553.0,3296.2,256.8,-1.7,1.75,-1761.3,-11.88,2330.8,2258.8,969.1,-50.2,7.92,-0.42,-0.21,0.07,-39.0,-50.2,-40.7,-70.4,-131.1,-1036.3,1194.5,40.8,-447.0,-434.3,-0.8,-0.53
POR,2018-12-01,272.0,182.0,90.0,0.2,0.96,-12.0,-0.17,105.0,25.0,-18.0,-48.0,-0.24,0.28,-0.39,0.09,-34.0,-48.0,-33.7,25.0,33.0,43.0,-29.0,47.0,-37.5,-35.0,-0.54,0.27
GL,2015-12-01,-419.1,222.9,-641.9,-5.8,-3.58,-641.9,-3.74,3.4,8.0,146.0,-20.3,2.42,0.06,0.07,0.03,-20.3,-20.3,-13.0,-15.8,255.4,-283.2,-25.7,-33.7,-737.3,-737.0,2.19,2.99
EONGY,2016-12-01,-56434.2,-37069.8,-19364.4,0.0,-9.71,-13152.4,-6.74,-4294.9,-4711.9,-6146.6,-7194.8,-3.25,-0.65,2.31,-0.32,-7315.5,-7194.8,4505.2,-1292.4,-1139.8,-4283.6,3887.0,-1739.7,6515.9,6279.7,-0.57,-2.47
TCEHY,2015-12-01,19658.8,14094.0,5564.8,63.5,0.59,4785.3,0.5,4336.5,524.1,3116.5,1423.6,0.32,0.06,0.06,0.01,1653.8,1423.6,652.0,597.7,1723.2,-5219.5,-104.9,-3513.7,811.7,869.8,0.08,5.11
LLY,2018-12-01,-1072.6,-313.8,-758.8,-14.6,-1.28,4201.2,4.3,-3342.3,-2785.5,1519.5,1329.3,1.92,3.33,0.86,0.17,1228.4,1329.3,820.3,3436.1,-91.1,5689.6,-6047.5,-492.1,-1580.1,-1569.2,-0.84,31.26
ROP,2016-12-01,4156.5,3666.7,490.0,0.8,4.41,-3459.3,-33.79,2938.3,2959.6,207.5,29.3,1.81,-0.42,-0.02,0.2,66.4,29.3,2.0,-37.5,35.0,-2054.6,1809.1,-189.4,47.1,62.7,0.27,-6.71
EIG,2019-12-01,84.9,-62.7,147.6,-1.3,6.1,134.1,5.58,-1.6,-55.1,35.5,23.4,1.68,0.59,0.55,0.08,23.2,23.4,15.2,15.8,-57.1,168.8,-86.2,25.5,86.8,86.2,-1.71,-0.22
NGG,2013-03-01,7375.3,6620.4,754.9,91.3,0.1,739.6,0.16,6106.8,1195.4,-314.8,-543.1,-0.17,0.05,-0.09,-0.01,-669.4,-543.1,-280.4,203.8,-1066.7,-5516.8,7161.0,598.8,-117.4,-237.5,-0.25,7.55
TDS,2016-12-01,24.0,-22.0,46.0,1.3,-0.18,-19.0,-0.28,-9.0,76.0,-55.0,-84.0,-0.94,-1.62,-0.27,0.03,-70.0,-84.0,-30.0,-176.0,-8.0,-65.0,-520.0,-593.0,268.7,286.2,3.98,2.98
DAR,2019-12-01,455.9,148.4,307.6,-0.8,1.87,368.1,2.26,104.3,138.5,-23.8,-26.9,-0.13,1.28,0.71,0.0,-28.4,-26.9,118.0,211.1,-36.0,4.3,-7.3,-34.8,-120.7,-123.4,-0.44,8.84
MGM,2013-12-01,-200.1,55.4,-255.5,1.1,-0.32,81.8,0.18,-142.1,-282.2,641.8,358.2,1.29,3.26,0.67,0.0,280.2,358.2,325.0,1596.0,401.0,-113.7,297.3,582.6,184.4,60.6,0.48,11.88
PRU,2014-12-01,34874.0,28406.0,6468.0,-9.0,15.66,6517.0,15.68,914.0,-2565.0,12268.0,3022.0,27.7,4.42,4.84,0.44,3016.0,3022.0,2238.2,2048.0,10951.0,-754.0,-613.0,10140.0,7044.9,7366.8,23.98,-1.76
PVH,2014-02-01,3843.9,2755.7,1088.2,1.3,8.15,-1936.5,-21.57,1653.8,1952.8,2143.4,73.1,14.98,-4.21,-0.61,0.0,73.1,73.1,3.5,-290.3,-157.7,-1749.2,969.9,-958.0,-356.7,-310.8,-2.95,4.58
AVGO,2017-10-01,4452.0,3142.0,1310.0,10.4,2.17,5655.0,15.21,3906.0,-4201.0,4396.0,818.0,7.38,8.93,0.77,2.29,2464.0,818.0,412.3,3431.0,3140.0,9166.0,-5474.0,6832.0,1923.1,1853.2,6.2,93.63
CNK,2018-12-01,10.9,8.1,2.9,0.5,-0.01,16.0,0.14,-24.0,72.3,230.2,29.2,1.92,-0.44,-0.01,0.11,35.0,29.2,0.1,-50.4,27.9,-40.9,-34.6,-57.6,68.6,84.1,0.54,0.98
MKC,2018-11-01,-129.4,-740.7,611.3,1.0,4.46,727.4,5.83,-326.8,-236.6,572.5,155.8,3.02,3.34,0.26,0.2,160.1,155.8,50.1,456.0,5.9,4349.8,-4507.1,-158.6,-80.8,-31.5,-0.03,47.82
SSP,2019-12-01,1431.3,1459.5,-28.3,0.3,-0.39,-1069.9,-13.19,1366.1,1440.3,215.4,-58.5,2.77,-0.47,-0.8,0.0,-41.7,-58.5,-64.4,-38.8,-168.4,-1137.0,1272.8,-32.5,-250.0,-222.2,-2.39,-0.02
RHI,2017-12-01,89.5,70.8,18.7,-3.4,0.4,16.3,0.33,-0.2,-34.7,16.4,-37.5,1.4,-0.34,-0.1,0.08,-37.2,-37.5,-22.9,-52.8,10.9,33.7,-64.6,-1.0,0.7,0.7,0.51,6.76
EXPE,2017-12-01,2738.5,2280.6,457.9,2.0,2.27,145.4,1.48,1089.7,-356.2,1286.0,46.0,8.0,0.61,-0.01,0.16,4.0,46.0,0.6,96.0,296.0,-863.0,1379.0,994.0,383.7,389.4,2.17,6.49
ALK,2011-12-01,150.4,81.8,68.6,-1.5,0.58,68.6,0.58,-207.0,-139.8,486.0,29.0,3.35,-0.04,0.15,0.0,29.0,29.0,22.5,-6.0,143.0,-108.0,51.0,86.0,-206.1,-222.9,-0.98,4.6
PHM,2018-12-01,486.4,-177.4,663.8,-9.4,2.9,677.6,2.94,-86.8,-927.4,1610.6,314.7,7.81,2.11,0.87,0.0,314.7,314.7,197.7,574.8,786.6,8.3,449.6,1244.6,221.8,221.8,2.83,-7.26
NTAP,2016-04-01,636.0,1169.0,-533.0,-24.9,-0.91,-1272.0,-3.86,871.0,892.0,-577.0,-303.0,-0.52,-0.99,-0.54,0.06,-298.0,-303.0,-189.3,-331.0,-294.0,988.0,566.0,1315.0,144.8,149.2,-0.69,-12.61
UAA,2012-12-01,237.9,57.4,180.5,5.0,0.41,181.5,0.42,-15.7,-182.2,362.2,45.9,0.81,0.07,0.06,0.0,45.2,45.9,29.1,31.9,184.6,42.5,-33.5,195.0,211.9,212.8,0.52,3.23
SWK,2019-12-01,1188.6,-113.7,1302.3,2.6,2.92,131.7,1.36,-104.1,-113.1,459.8,2.7,3.45,2.38,-0.12,0.12,14.8,2.7,-21.4,350.6,244.8,-219.5,269.1,346.9,643.0,647.0,2.13,46.0
EL,2014-06-01,723.6,156.1,567.5,-6.1,1.6,568.6,1.56,-1.2,-134.6,787.1,265.9,2.13,0.49,0.48,-0.3,265.8,265.9,179.6,184.3,308.9,-46.1,-245.4,-14.6,197.1,182.8,0.68,8.49
MKTX,2012-12-01,-69.7,0.1,-69.7,-0.8,-1.57,-68.3,-1.57,0.0,61.4,18.9,7.9,0.59,0.36,0.15,0.08,7.9,7.9,5.0,12.4,16.1,23.6,-125.0,-85.3,20.4,20.4,0.38,6.4
OMC,2013-12-01,-53.2,-168.4,115.2,-3.2,0.7,119.9,0.09,-417.5,-447.3,365.1,21.1,3.33,0.09,0.19,0.4,20.8,21.1,18.8,-7.2,357.7,122.2,-1199.7,-864.9,603.8,614.7,1.6,24.41
AIG,2013-12-01,-7304.0,-9412.0,2108.0,-12.2,2.24,2462.0,2.23,-6807.0,-7897.0,-3280.0,-444.0,3.86,4.12,0.55,0.2,-444.0,-444.0,88.1,5647.0,2189.0,-9513.0,8806.0,1413.0,-92215.9,-92326.5,1.8,15.75
DLTR,2016-01-01,12408.5,9786.6,2621.9,29.4,10.08,-5908.9,-26.13,6663.7,6787.7,6896.2,163.4,27.9,-1.64,-0.73,0.0,208.7,163.4,-113.0,-316.8,-140.3,-6663.4,6079.4,-724.4,-1016.9,-864.1,-1.55,10.22
IP,2016-12-01,2562.0,2112.0,450.0,0.1,1.14,428.0,1.05,2044.0,2061.0,-1180.0,-764.0,-2.11,-0.05,-0.99,0.14,-764.0,-764.0,-424.0,-34.0,-102.0,-1759.0,2583.0,814.0,-256.4,-224.5,0.13,15.36
WU,2012-12-01,395.8,350.0,45.8,-51.5,0.2,123.4,-0.18,446.0,31.7,173.4,-32.9,0.65,-0.15,0.04,0.12,19.9,-32.9,-8.1,-139.5,10.4,1102.1,79.6,1192.1,-72.6,-74.1,-0.09,-4.65
NXST,2017-12-01,4515.5,3218.6,1296.9,-1.0,28.67,-2750.1,-47.21,2020.1,1992.1,1328.8,223.6,17.2,7.4,0.07,0.24,336.6,223.6,62.4,383.5,-175.2,-1931.2,234.5,-1871.9,492.5,565.9,3.04,14.9
USM,2014-12-01,16.6,113.0,-96.3,-0.2,-1.0,-114.2,-1.33,248.7,429.4,-25.8,-101.7,-0.32,-2.18,-0.72,0.0,-101.7,-101.7,-60.2,-183.0,-118.9,-643.7,668.9,-93.7,-527.2,-519.1,-4.04,-1.99
BF.B,2012-04-01,-235.0,-244.0,9.0,-10.3,0.09,19.0,0.06,-249.0,-18.0,137.0,-5.0,0.34,-0.09,0.01,0.03,-7.0,-5.0,-4.4,-59.0,-11.0,-271.0,-256.0,-564.0,-80.4,-79.1,-0.05,3.57
AVGO,2016-10-01,39451.0,22289.0,17162.0,122.5,30.37,-20671.0,-51.64,9770.0,8495.0,6416.0,-9.0,10.32,-9.92,-1.53,0.88,1898.0,-9.0,-146.1,-3103.0,1093.0,-9599.0,9563.0,1057.0,1231.2,1463.4,0.81,39.83
CDNS,2011-12-01,29.2,-105.4,134.4,5.5,0.47,107.2,0.4,-123.7,-158.2,213.8,123.7,0.77,-0.22,0.27,0.0,130.0,123.7,71.3,-54.3,41.2,228.6,-204.7,55.9,-25.7,-25.5,0.16,1.72
AIG,2011-12-01,-130389.0,-127632.0,-2757.0,101.4,1.28,65162.0,2.47,-33308.0,-33224.0,-7541.0,-2819.0,-494.37,-3.97,14.3,0.0,-2819.0,-2819.0,2388.4,10564.0,-16678.0,46360.0,-27665.0,2758.0,23329.3,24818.1,-121.56,-25.07
PM,2012-12-01,2182.0,5798.0,-3616.0,-74.1,-2.23,-3599.0,-2.52,4294.0,3861.0,280.0,495.0,0.88,0.32,0.3,0.42,494.0,495.0,202.2,209.0,-1108.0,40.0,238.0,-414.0,-1606.4,-1572.6,-0.53,5.16
CASY,2013-04-01,215.4,128.0,87.4,0.2,2.2,76.9,1.95,49.3,64.0,194.0,-12.8,4.05,-0.3,-0.23,0.06,-12.8,-12.8,-8.0,-10.9,-8.6,-53.2,50.7,-10.9,-43.3,-43.4,-1.92,1.56
SSP,2011-12-01,143.0,217.5,-74.5,-4.1,-0.61,-231.7,-3.55,212.0,289.0,-48.2,-47.3,-0.92,-2.31,-0.52,0.0,-47.4,-47.3,-29.8,-146.0,-51.2,-395.6,177.7,-274.2,-182.7,-183.9,-0.79,-1.98
ACN,2013-08-01,201.6,-601.8,803.4,-113.5,1.25,211.1,0.31,25.6,1034.0,700.5,193.4,0.93,1.11,0.15,0.25,193.4,193.4,100.2,728.4,-953.8,-620.8,-506.7,-1948.0,236.9,236.2,-1.5,10.65
AVY,2012-12-01,132.6,210.2,-77.6,-6.3,0.21,-67.2,-0.31,41.1,-21.6,18.6,43.4,1.91,0.3,0.31,0.08,4.7,43.4,26.0,25.3,90.7,-55.8,-26.1,6.9,229.8,231.0,0.75,6.24
JNPR,2013-12-01,493.9,191.2,302.7,-8.3,0.98,319.3,0.78,0.1,3.5,303.7,205.6,0.92,0.52,0.26,0.0,205.2,205.6,123.3,253.3,208.2,34.6,146.6,378.8,113.3,116.7,0.78,2.9
HD,2020-02-01,7233.0,8471.0,-1238.0,-29.2,-1.19,-1240.0,-1.25,8175.0,7820.0,2022.0,66.0,5.68,0.51,0.27,1.13,66.0,66.0,-55.0,121.0,685.0,-237.0,1586.0,2172.0,-163.5,-69.7,0.79,32.7
CNP,2015-12-01,-1910.0,-823.0,-1087.0,0.5,-2.54,-1087.0,-2.53,-87.0,72.0,-1840.0,-2.0,-4.3,-3.03,-2.56,0.04,0.0,-2.0,-1099.4,-1303.0,473.0,-3.0,-594.0,-124.0,674.5,666.7,0.6,-5.07
GASS,2012-12-01,17.3,-11.6,28.9,0.0,1.41,28.9,1.41,-9.2,-7.9,0.9,12.4,0.14,1.0,0.42,0.0,12.4,12.4,8.3,20.5,6.0,-12.3,-8.7,-15.0,-0.6,-1.4,-0.09,4.07
MA,2013-12-01,1780.0,1214.0,566.0,-41.2,0.66,537.0,0.58,35.0,-1221.0,921.0,641.0,0.96,0.37,0.4,0.17,658.0,641.0,401.3,357.0,1187.0,2835.0,-831.0,3229.0,2058.4,2054.7,0.99,34.42
CME,2012-12-01,-1895.5,-1778.9,-116.6,1.4,-0.63,608.5,1.91,750.7,179.3,-356.2,-319.3,-1.03,-2.74,-0.57,0.68,-335.1,-319.3,-194.5,-916.0,-126.6,-55.3,557.2,375.3,-17.2,-7.7,-0.28,3.1
VRSN,2015-12-01,456.5,643.6,-186.9,-7.4,-2.26,-187.0,-2.3,508.9,18.1,49.3,41.5,1.31,0.49,0.29,0.0,41.5,41.5,2.7,19.9,69.0,-609.6,723.6,184.7,640.8,652.9,1.08,30.36
HLF,2013-12-01,749.6,593.6,155.9,-3.7,0.88,156.3,0.77,441.7,-197.8,753.0,73.9,5.4,0.51,0.37,0.0,73.3,73.9,41.1,63.5,205.1,-25.8,401.9,564.8,136.2,142.4,1.06,22.88
TOT,2018-12-01,14131.0,10054.0,4077.0,87.5,0.08,-10251.0,-5.22,1137.0,6027.0,35007.0,6463.0,10.53,0.91,1.28,-0.02,6496.0,6463.0,3786.5,2815.0,2384.0,-3314.0,-8385.0,-13866.0,5115.4,5390.4,-0.53,-3.1
CTSH,2013-12-01,1613.1,331.7,1281.4,3.8,2.05,1102.6,1.76,0.0,-883.7,1496.7,316.4,2.45,0.29,0.31,0.0,321.6,316.4,187.8,177.3,251.2,-160.8,312.1,383.7,382.4,382.4,0.53,13.55
JCI,2012-09-01,1278.0,692.0,586.0,3.4,0.81,615.0,0.89,902.0,891.0,-229.0,-239.0,-0.67,-0.35,-0.26,0.08,-292.0,-239.0,-169.0,-231.0,483.0,845.0,-1032.0,311.0,-717.3,-685.4,-0.03,8.01
GLW,2014-12-01,1585.0,1144.0,441.0,-120.8,0.0,-1988.0,-0.18,-43.0,-876.0,1896.0,389.0,2.06,0.47,0.53,0.01,391.0,389.0,532.5,511.0,1922.0,42.0,-523.0,889.0,695.3,697.2,1.56,5.11
ATO,2013-09-01,438.6,217.5,221.2,0.7,2.33,220.6,2.36,296.3,294.4,439.3,50.4,4.69,0.29,0.46,0.02,50.4,50.4,42.2,26.5,26.2,-87.6,130.5,69.2,-186.3,-194.6,-0.94,6.8
NNA,2011-12-01,190.4,205.2,-14.9,-0.5,9.8,-15.8,5.82,163.6,183.7,88.3,29.9,28.76,5.3,0.93,1.5,34.6,29.9,1.7,9.6,53.9,-122.2,-13.1,-81.4,2.0,18.8,17.54,-19.65
HFC,2012-12-01,752.8,-54.0,806.8,-5.5,4.87,851.2,4.57,124.4,-473.3,4651.2,1152.6,0.55,1.95,2.03,0.26,1152.6,1152.6,710.2,703.8,324.3,-939.6,-555.7,-1171.0,807.1,823.3,0.39,22.73
UAA,2014-12-01,517.4,220.4,296.9,4.5,0.67,293.8,0.67,131.9,-113.8,752.3,88.9,1.7,0.1,0.11,0.0,95.3,88.9,50.8,45.7,98.9,85.8,55.5,240.1,67.6,69.1,0.1,12.4
GTN,2016-12-01,624.8,561.2,63.6,0.0,0.89,-227.1,-3.16,536.6,308.8,215.1,95.4,2.57,0.29,0.6,0.0,100.0,95.4,45.7,23.0,103.4,-272.9,330.9,161.4,129.2,141.8,1.11,-5.45
INTC,2014-12-01,-458.0,1933.0,-2391.0,-236.0,0.04,-2035.0,-0.04,7.0,5822.0,3162.0,3111.0,0.79,0.45,0.44,0.0,3038.0,3111.0,2064.4,2084.0,-358.0,8168.0,-8113.0,-309.0,1094.9,1062.4,0.08,10.34
WRB,2016-12-01,1633.8,1185.9,447.9,-2.1,2.89,467.7,2.99,303.3,271.6,447.7,162.0,2.87,0.56,0.58,0.03,162.0,162.0,101.6,98.2,-32.9,-623.7,548.4,-57.5,-10182.6,-10176.3,-0.06,8.13
EFX,2017-12-01,569.4,51.7,517.7,0.2,4.22,378.6,3.19,32.1,-175.0,217.3,-73.7,1.64,0.79,-0.43,0.24,-78.0,-73.7,-48.8,98.5,-7.0,1626.4,-1424.0,171.1,-196.6,-196.1,-0.46,-0.31
BEN,2013-09-01,638.8,-381.3,1020.1,-6.1,1.52,654.5,1.14,-368.4,-836.2,884.0,406.1,1.54,0.38,0.27,0.03,415.5,406.1,149.3,218.8,969.5,-640.5,-933.2,-581.1,566.7,573.1,1.58,8.95
ISRG,2018-12-01,2069.9,162.8,1907.1,2.2,15.78,1819.8,15.12,0.0,-1102.5,586.0,181.7,4.66,3.91,1.02,0.0,183.0,181.7,128.2,457.0,25.7,-1428.3,2039.4,634.6,16.6,16.6,0.11,113.98
AVY,2017-12-01,740.5,619.8,120.7,-0.2,1.41,-179.9,-2.05,289.2,255.2,527.3,132.3,6.59,-0.41,0.59,0.16,130.4,132.3,49.2,-38.9,63.6,-111.1,22.3,-7.0,89.4,91.4,0.54,44.64
DAR,2011-12-01,34.7,-421.3,456.1,0.5,2.84,479.0,4.77,-430.0,-449.7,1072.3,220.7,6.89,0.94,0.85,0.0,243.1,220.7,118.3,125.2,159.4,699.9,-790.6,68.7,104.7,115.7,0.9,-0.26
USM,2017-12-01,-269.0,-311.0,42.0,0.3,0.51,76.0,0.9,11.0,195.0,-100.0,9.0,-1.18,-0.42,0.03,0.0,-2.0,9.0,2.4,-36.0,-32.0,-65.0,-8.0,-105.0,-191.4,-191.4,-2.24,-6.09
JCI,2016-09-01,33557.0,18943.0,14614.0,288.1,9.81,-6441.0,-7.83,6148.0,6172.0,3737.0,101.0,5.12,-3.69,0.05,-1.04,143.0,101.0,40.8,-2431.0,308.0,-1357.0,875.0,-163.0,-2368.2,-2356.9,0.28,10.28
ALGN,2017-12-01,387.8,228.9,158.9,-0.2,1.91,151.8,1.83,0.0,-81.2,393.5,104.7,4.88,0.51,0.93,0.0,107.7,104.7,75.4,41.7,190.8,-324.5,-40.0,-164.7,8.7,8.7,0.81,126.06
SEE,2016-12-01,10.5,-72.1,82.6,-2.5,0.46,1853.4,9.37,-419.0,-401.0,-199.0,-36.8,0.04,0.86,0.0,0.09,-32.9,-36.8,-14.2,151.0,-75.2,-254.8,244.2,-64.6,-294.2,-301.5,-0.66,0.74
AVGO,2013-11-01,553.0,86.0,467.0,3.2,1.74,190.0,0.65,-3.0,73.0,156.0,-11.0,0.55,-0.07,-0.01,0.27,-3.0,-11.0,1.3,-11.0,29.0,-408.0,25.0,-354.0,-33.5,-33.8,0.13,11.7
LLY,2013-12-01,849.8,-2017.0,2866.8,-26.8,3.03,3287.8,3.31,-317.5,-50.6,509.7,532.8,1.07,0.66,0.47,0.0,524.8,532.8,412.9,596.2,430.2,760.0,590.3,1715.1,-1484.3,-1495.4,0.46,1.68
AMGN,2015-12-01,2440.0,135.0,2305.0,-6.8,3.35,3358.0,4.43,714.0,-3642.0,1599.0,1864.0,2.15,2.35,1.73,0.72,1864.0,1864.0,1305.0,1781.0,779.0,205.0,-497.0,487.0,562.0,577.0,1.58,3.04
ANTM,2015-12-01,41.5,1248.7,-1207.2,-5.4,-2.24,-1887.3,-7.3,606.2,644.4,5272.7,215.1,33.18,0.42,0.9,0.75,-5.8,215.1,107.8,-9.7,842.6,-176.6,-1270.8,-603.0,2189.6,2216.3,3.97,13.77
JBHT,2018-12-01,626.3,364.3,262.1,-1.1,2.57,270.3,2.63,66.9,73.9,1425.3,57.2,13.39,-1.76,0.28,0.04,61.6,57.2,28.5,-196.7,232.6,-235.5,-12.5,-15.2,-334.2,-326.8,-2.14,-21.94
HOG,2011-12-01,243.5,30.0,213.4,-4.8,1.14,213.9,1.13,-34.2,-199.0,452.4,158.9,1.98,1.94,0.56,0.08,158.9,158.9,129.0,452.6,-207.0,-208.9,1547.2,1119.6,424.9,414.1,-0.96,4.2
NWL,2016-12-01,26578.0,17020.0,9558.0,215.2,16.7,-10949.9,-19.31,8826.3,8513.7,3265.4,-165.4,-0.18,-0.05,-1.3,0.0,-118.9,-165.4,-291.2,177.8,1247.5,-8174.9,7183.3,237.3,-3005.0,-2794.7,1.9,0.57
MU,2016-09-01,3397.0,3708.0,-311.0,2.5,-0.22,-318.0,-0.32,2520.0,1643.0,-3793.0,-2750.0,-3.16,-2.98,-1.92,0.0,-2867.0,-2750.0,-2049.2,-3175.0,-2040.0,3172.0,2463.0,3747.0,-2270.0,-2216.8,-3.67,2.8
APH,2016-12-01,1040.3,595.6,444.7,-0.3,1.41,-755.2,-2.45,197.2,784.4,717.7,116.2,2.37,0.2,0.25,0.05,136.1,116.2,73.6,59.4,47.1,-1585.4,46.6,-1470.9,26.5,29.1,0.1,14.97
NGG,2016-03-01,3040.1,1291.6,1748.6,5.0,0.5,1654.4,0.47,1746.8,1224.4,-814.5,229.8,-0.17,0.22,0.04,-0.01,229.8,229.8,101.2,732.3,292.9,-2840.2,2920.1,342.8,-256.1,-331.8,0.0,6.83
UNH,2019-12-01,21668.0,15733.0,5935.0,-10.9,6.93,-2124.0,-2.49,8083.0,7964.0,15908.0,2341.0,19.69,2.1,1.46,0.69,2443.0,2341.0,1269.1,1853.0,2750.0,-314.0,-1260.0,1234.0,2871.1,3061.1,3.07,44.86
SJM,2020-04-01,259.1,38.7,220.4,0.3,1.77,516.6,4.63,-338.6,-628.4,-37.0,141.0,-0.51,2.32,0.83,0.12,137.0,141.0,95.4,265.1,113.6,1652.7,-1387.7,381.1,393.6,381.8,1.77,-7.72
LH,2019-12-01,1861.1,1264.5,596.6,-1.3,7.36,-32.5,-1.09,1047.8,1126.5,221.4,3.6,6.26,-0.3,0.27,0.0,13.3,3.6,-0.7,-59.9,139.3,-1489.8,1137.2,-199.5,-134.4,-136.5,1.54,42.81
