Company,Time,Total Assets,Total Liabilities,Total Equity,Total Shares Out. on Filing Date,Book Value / Share,Tangible Book Value,Tangible Book Value Per Share,Total Debt,Net Debt,Total Revenues,Operating Income,Revenue Per Share,Basic EPS,Normalized Basic EPS,Dividend Per Share,EBITA,EBIT,Normalized Net Income,Net Income,Cash from Operations,Cash from Investing,Cash from Financing,Net Change in Cash,Levered Free Cash Flow,Unlevered Free Cash Flow,Free Cash Flow / Share,Price_Change
NNA,2012-12-01,175.1,182.7,-7.5,2.4,-5.01,-4.9,-1.81,143.7,142.1,29.2,5.9,11.77,0.0,-0.22,0.0,8.2,5.9,-0.6,0.1,17.7,19.8,-15.9,21.6,-16.5,-12.3,6.76,-4.2
LYV,2017-12-01,740.0,773.7,-33.7,2.9,0.17,130.2,0.78,-13.1,-311.9,1860.9,49.1,8.54,-0.25,0.26,0.0,72.4,49.1,54.1,-8.9,24.8,98.9,-226.3,74.5,458.5,458.7,-0.24,15.97
AGI,2013-12-01,-432.8,75.1,-507.9,-34.7,-0.91,-400.3,-0.67,79.0,539.8,64.0,-167.7,0.33,-0.82,-0.38,0.16,-167.7,-167.7,-96.1,-208.1,-8.5,-683.2,-192.3,-884.7,8.3,8.7,0.29,-5.46
TXN,2011-12-01,7096.0,6581.0,515.0,-27.1,0.67,-5838.0,-4.93,5592.0,5729.0,-231.0,-976.0,0.28,-0.75,-0.47,0.07,-913.0,-976.0,-650.6,-992.0,-564.0,-5115.0,5215.0,-464.0,-347.2,-321.0,-0.07,-3.39
AMX,2018-12-01,-2854.1,-2110.9,-743.1,-39.0,0.0,1479.3,0.02,-2979.0,-2458.8,875.2,1971.7,0.01,0.02,0.02,0.0,2056.8,1971.7,1458.5,1183.7,1561.9,-413.5,-1290.9,-186.4,805.4,849.8,0.01,-2.9
TIF,2018-01-01,370.5,150.7,219.8,-0.2,1.77,218.2,1.75,-103.6,-409.0,168.0,57.9,1.5,-0.6,0.34,0.2,57.9,57.9,40.6,-76.0,226.5,-244.3,-34.7,-41.7,106.1,103.6,1.71,27.93
PKX,2019-12-01,-1858.1,-1224.5,-633.5,0.1,-6.52,-77.2,-1.58,39.6,-1156.7,-2654.3,-1642.9,-34.16,0.97,-8.7,8.66,-1589.9,-1642.9,-693.4,69.8,-75.2,-809.2,1561.1,726.1,-943.7,-951.0,-2.81,-4.32
BTI,2017-12-01,141417.9,69448.9,71968.9,427.7,30.46,-72149.7,-31.05,42736.3,40940.0,8999.9,3201.5,3.55,21.68,9.71,-0.74,3534.9,3201.5,20349.2,44879.1,1537.7,-24246.7,25137.0,1678.3,2845.0,3275.5,0.28,10.65
XLNX,2016-04-01,-78.8,-57.1,-21.7,-4.9,0.1,-15.1,0.12,8.2,-26.4,-163.4,-109.7,-0.34,-0.3,-0.22,0.08,-111.7,-109.7,-72.6,-97.3,-64.1,-436.9,193.4,-307.7,16.9,17.0,-0.17,0.78
COST,2016-08-01,146.0,-1343.0,1489.0,-0.3,3.37,1462.0,3.37,-974.0,716.0,2520.0,48.0,6.27,-0.05,0.05,0.19,48.0,48.0,15.4,-27.0,-993.0,135.0,-95.0,-485.0,-1705.6,-1700.0,-2.84,21.18
ROL,2013-12-01,46.7,-36.6,83.3,-0.5,0.26,97.1,0.3,0.0,-53.1,66.5,13.9,0.21,0.04,0.02,0.02,15.6,13.9,9.0,12.0,20.8,11.9,5.3,34.3,11.8,11.7,0.07,3.65
AIG,2019-12-01,33080.0,22962.0,10118.0,3.9,9.89,8900.0,10.0,1543.0,1560.0,2291.0,5033.0,3.92,3.8,2.66,0.0,5033.0,5033.0,2324.1,3354.0,-989.0,-5252.0,5585.0,-692.0,-6140.9,-6073.4,-1.15,11.92
BA,2014-12-01,258.0,6465.0,-6207.0,-39.0,-7.64,-6103.0,-8.11,-565.0,1593.0,4139.0,868.0,10.66,1.44,1.14,0.98,868.0,868.0,667.5,861.0,679.0,7621.0,-4344.0,3898.0,-8463.4,-8496.5,1.27,-6.51
DHI,2019-09-01,1492.0,355.8,1136.2,-7.8,3.32,982.2,3.17,195.9,184.4,1524.9,46.2,4.55,0.46,0.09,0.1,46.2,46.2,20.6,158.2,346.9,-413.0,-407.6,-473.7,1103.4,1102.4,0.71,10.53
GOOGL,2015-12-01,18274.0,1803.0,16471.0,6.7,22.58,16961.0,23.56,-367.0,-9660.0,8988.0,2486.0,11.89,2.97,2.29,0.0,2300.0,2486.0,1711.2,2212.0,3548.0,-2656.0,-2138.0,-1247.0,3780.9,3782.7,6.51,247.35
BSX,2015-12-01,1109.0,1246.0,-137.0,17.8,-0.17,-1300.0,-0.91,1433.0,1704.0,169.0,124.0,0.05,-0.09,0.02,0.0,181.0,124.0,28.1,-120.0,-578.0,-1441.0,1426.0,-593.0,-454.0,-411.5,-0.43,5.19
LRCX,2011-06-01,1566.5,864.7,701.7,-0.4,5.95,722.0,6.07,720.7,-575.2,1103.9,365.7,9.4,3.13,1.87,0.0,362.8,365.7,222.9,377.0,530.3,-376.5,599.7,774.8,140.4,139.6,3.62,6.22
GLP,2016-12-01,-99.7,196.5,-296.2,0.0,-7.58,-102.1,-3.05,187.3,178.3,-2075.3,-29.1,-74.78,-7.03,0.61,-0.68,-32.8,-29.1,21.6,-234.0,-182.4,656.2,-460.7,13.0,-55.2,-49.3,-4.75,1.88
FIZZ,2015-05-01,25.0,-16.6,41.6,0.1,0.9,41.7,0.89,-20.0,-42.6,4.7,9.6,0.09,0.13,0.14,0.0,9.6,9.6,6.5,5.7,5.6,2.4,2.9,10.8,5.8,5.7,0.15,2.02
UNFI,2015-08-01,252.1,114.4,137.7,0.3,2.59,154.8,2.98,99.1,97.9,1390.6,30.8,26.65,0.24,0.31,0.0,33.5,30.8,16.7,13.2,-13.5,210.7,-201.0,-3.7,6.0,10.2,0.11,-16.14
HAIN,2013-06-01,584.9,347.9,237.0,5.5,1.87,-124.5,-1.27,275.3,264.0,356.5,47.5,3.25,0.35,0.26,0.0,51.9,47.5,27.2,35.5,-1.0,-135.4,148.7,9.0,-23.6,-21.4,-0.62,4.99
AKAM,2018-12-01,812.9,983.5,-170.6,-6.8,-0.2,-126.4,-0.36,897.7,-282.5,225.5,73.1,1.71,0.48,0.24,0.0,75.4,73.1,34.8,75.6,207.3,-47.3,598.6,732.8,289.9,281.9,1.35,-3.96
MRWSY,2017-01-01,-1580.3,-1358.8,-221.5,0.3,-0.1,-95.6,-0.04,-1280.5,-987.0,-2360.0,234.9,-0.99,0.03,0.06,0.0,234.7,234.9,158.1,68.3,-27.7,-307.2,-217.2,-552.1,-139.3,-157.1,-0.02,2.31
CSCO,2011-07-01,5965.0,2991.0,2974.0,-202.4,0.87,3563.0,0.83,1538.0,-3186.0,3178.0,-509.0,0.83,-0.19,-0.04,0.12,-393.0,-509.0,-420.0,-1277.0,-94.0,8997.0,-4685.0,4218.0,-571.3,-568.2,0.01,-7.1
BEN,2015-09-01,-21.4,-129.6,108.2,-20.9,1.02,325.8,1.02,149.8,-532.0,-542.7,-185.4,-0.66,-0.5,-0.31,0.12,-186.1,-185.4,-218.4,-349.0,114.0,-141.7,-416.9,-500.8,68.6,63.7,0.21,-15.52
FE,2013-12-01,-70.0,328.0,-398.0,0.5,-0.97,-363.0,-0.88,1503.0,1457.0,-337.0,243.0,-0.81,-0.9,0.3,0.0,243.0,243.0,124.1,-378.0,342.0,64.0,-330.0,76.0,-43.6,-36.1,1.0,-8.78
NI,2014-12-01,1935.9,1647.2,288.7,2.2,0.77,2275.2,7.15,1161.0,1162.9,647.0,92.9,1.92,-0.02,0.18,0.04,92.9,92.9,59.6,-2.1,-117.2,-225.2,350.5,7.5,58.0,59.4,-0.62,3.91
WAB,2017-12-01,-1.0,147.2,-148.3,0.3,6.13,70.9,0.8,-22.3,142.8,950.5,6.8,8.21,-0.62,-0.19,0.08,20.6,6.8,-4.4,-42.6,-261.7,-800.5,-620.4,-1623.9,1129.9,1148.4,-3.39,-1.59
LEN,2014-11-01,1650.0,1026.0,623.8,0.6,3.05,653.3,3.03,959.6,665.2,1844.7,228.3,7.17,0.63,1.01,0.0,228.3,228.3,231.2,159.2,19.2,-250.8,883.2,651.5,-191.7,-225.5,0.27,11.28
ERF,2018-12-01,179.9,-12.7,192.6,-4.8,0.86,221.1,0.96,-24.3,-14.9,194.0,207.6,0.77,0.36,0.41,-0.01,212.0,207.6,100.9,88.6,162.5,-125.3,-29.2,49.5,-303.3,-305.7,0.34,-2.03
NI,2011-12-01,794.9,695.1,99.8,2.9,0.17,110.8,0.36,601.0,598.7,-504.9,37.8,-2.01,0.05,0.08,0.0,37.8,37.8,26.1,16.5,144.8,-206.0,70.7,9.5,-183.8,-192.5,-0.63,2.54
GRMN,2018-12-01,434.6,124.0,310.6,1.3,1.5,303.3,1.48,0.0,-331.5,225.8,94.7,1.13,-0.09,0.41,0.08,99.7,94.7,78.6,-14.9,258.7,-113.1,162.2,265.2,348.3,348.3,1.31,3.75
CWCO,2015-12-01,1.1,-3.0,4.1,0.1,0.22,4.0,0.23,-2.0,-11.8,-8.5,2.0,-0.59,0.08,0.06,0.0,2.0,2.0,0.9,1.2,-0.9,13.2,-5.4,7.0,9.8,9.8,-0.03,1.56
TXN,2015-12-01,-1142.0,-698.0,-444.0,-41.8,-0.09,-88.0,0.05,-511.0,-188.0,-45.0,312.0,0.37,0.25,0.27,0.16,310.0,312.0,205.6,165.0,343.0,75.0,-189.0,229.0,-354.5,-357.0,0.28,1.34
T,2014-12-01,19047.0,20259.0,-1212.0,-16.6,-0.11,-6442.0,-1.3,8159.0,2895.0,3695.0,-15635.0,1.46,-2.19,-1.79,0.04,-15807.0,-15635.0,-9841.2,-11976.0,-3458.0,4787.0,5464.0,6793.0,-12628.5,-12832.9,-0.63,-1.57
KO,2017-12-01,626.0,4869.0,-4243.0,-27.6,-1.37,-1498.0,-0.35,1967.0,3493.0,-5651.0,-383.0,-1.22,-1.22,0.03,0.08,-454.0,-383.0,53.6,-5279.0,-1751.0,-1308.0,-902.0,-3715.0,-5347.4,-5272.4,-0.27,4.42
IBM,2019-12-01,28804.0,24749.0,4055.0,-2.8,4.67,-30060.0,-34.04,22346.0,25475.0,-2444.0,-1446.0,-0.32,1.06,-0.74,0.22,-949.0,-1446.0,-858.8,703.0,-477.0,-22023.0,19511.0,-2660.0,10966.1,11354.2,1.0,20.37
PKG,2019-12-01,666.1,267.5,398.6,0.1,4.19,436.8,4.62,231.8,-174.1,-50.3,-43.3,-0.61,-0.45,-0.43,0.16,-45.2,-43.3,-39.9,-41.6,27.3,61.6,84.5,173.4,179.1,177.3,1.9,28.53
NVDA,2016-01-01,169.0,118.0,51.0,-7.8,0.18,107.0,0.27,36.0,-378.0,328.0,119.0,0.75,-0.01,0.16,0.06,115.0,119.0,74.4,-17.0,269.0,327.0,158.0,754.0,432.4,432.0,0.59,10.09
BG,2015-12-01,-3518.0,-1480.0,-2038.0,-4.5,-12.87,-2144.0,-13.94,-429.0,536.0,-13706.0,236.0,-88.49,1.95,0.97,0.16,231.0,236.0,130.5,276.0,-789.0,-117.0,1418.0,429.0,-348.1,-402.5,-4.11,-22.63
RPM,2020-05-01,189.6,333.5,-143.9,0.2,-0.98,-131.1,-1.05,318.5,309.7,-57.6,45.8,0.25,0.32,0.3,0.06,46.3,45.8,35.4,37.8,257.0,38.6,-263.1,31.5,264.6,263.7,1.93,21.26
RTX,2015-12-01,-3722.0,16.0,-3738.0,-69.8,-1.73,-3783.0,-5.69,724.0,-1122.0,-1802.0,-1010.0,-0.18,1.8,-0.68,0.2,-1001.0,-1010.0,-731.1,1388.0,-938.0,8286.0,-6524.0,806.0,8296.0,8199.8,-0.8,-11.92
NTAP,2019-04-01,-1250.0,-64.0,-1186.0,-23.0,-4.11,-1135.0,-4.56,-133.0,1359.0,227.0,243.0,2.11,4.17,0.74,0.8,236.0,243.0,155.7,1053.0,-137.0,725.0,-1645.0,-1113.0,-73.7,-76.1,-0.37,6.27
PM,2011-12-01,438.0,3796.0,-3358.0,-75.2,-1.82,-2868.0,-1.92,2043.0,1196.0,3889.0,2204.0,2.87,0.92,0.93,0.38,2214.0,2204.0,1369.7,1332.0,1092.0,-322.0,240.0,684.0,1100.3,1111.5,0.73,19.95
CL,2015-12-01,-1524.0,-95.0,-1429.0,-14.4,-1.59,-1173.0,-1.36,398.0,657.0,-1243.0,-203.0,-1.11,-0.85,-0.11,0.08,-202.0,-203.0,-132.5,-796.0,-349.0,174.0,-106.0,-246.0,-41.7,-39.9,-0.28,-2.57
INCY,2018-12-01,343.2,47.8,295.4,1.6,1.31,316.9,1.43,12.1,-256.6,345.7,378.9,1.35,2.05,1.2,0.0,378.9,378.9,249.4,422.6,429.2,263.6,-675.5,17.4,331.0,326.4,2.24,-31.12
CAG,2012-05-01,33.2,173.9,-140.7,-3.1,-0.49,-891.4,-2.18,-155.0,714.4,945.0,-465.5,3.47,-0.77,-0.65,0.06,-462.5,-465.5,-300.7,-349.7,-300.3,-1153.2,582.5,-888.6,-191.8,-199.1,-0.44,-0.22
DVA,2019-12-01,-1798.9,-265.4,-1533.4,-40.8,-5.31,-1532.5,-18.48,1073.7,285.8,-23.7,265.4,7.53,4.36,1.48,0.0,263.7,265.4,179.2,651.6,965.4,4000.9,-4071.1,896.8,4686.2,4658.8,8.11,23.57
ARTNA,2019-12-01,30.6,23.5,7.0,0.0,0.68,7.0,0.68,20.2,19.9,3.2,1.2,0.31,0.06,0.05,0.03,1.2,1.2,0.6,0.6,-10.2,8.4,2.9,1.0,2.8,3.3,-0.19,2.34
MU,2012-08-01,-424.0,1011.0,-1435.0,30.0,-1.04,-727.0,-0.98,1261.0,862.0,-554.0,-1249.0,-0.58,-1.21,-0.88,0.0,-1240.0,-1249.0,-869.3,-1199.0,-370.0,-270.0,1692.0,1052.0,161.0,171.4,0.49,1.17
ADI,2013-11-01,761.5,187.2,574.2,9.6,1.42,574.1,1.45,50.6,-731.9,-67.4,-43.3,-0.48,0.01,-0.14,0.16,-43.2,-43.3,-27.9,22.3,97.8,389.8,249.0,739.6,53.7,54.1,0.28,7.62
PAYX,2011-05-01,167.5,73.3,94.2,0.6,0.25,-13.5,-0.04,0.0,-97.2,83.5,61.6,0.22,0.1,0.11,0.0,60.8,61.6,39.3,38.3,104.4,-8.2,-73.0,23.2,49.8,49.8,0.18,3.76
MU,2013-08-01,4790.0,3201.0,1589.0,34.3,1.19,1427.0,1.19,2775.0,2233.0,839.0,1030.0,0.57,2.2,0.73,0.0,1025.0,1030.0,726.4,2222.0,-303.0,402.0,23.0,122.0,-1665.7,-1674.3,-0.06,7.36
ATO,2018-09-01,1124.8,253.6,871.3,5.2,6.13,871.0,6.44,74.0,86.7,355.8,-5.0,2.05,1.7,-0.12,0.14,-5.0,-5.0,4.4,206.7,257.6,-407.3,158.2,8.5,-128.0,-137.8,-0.55,10.07
SMG,2018-09-01,307.5,609.6,-302.1,-2.2,-4.76,-504.0,-9.59,614.1,702.0,21.3,-73.8,2.91,-2.55,-0.35,0.11,-68.8,-73.8,-30.9,-154.6,-20.7,-603.1,468.0,-157.0,-171.2,-164.7,-0.06,-18.61
FFIV,2012-09-01,342.7,118.7,224.0,-0.4,2.92,97.7,1.3,0.0,10.4,225.4,75.6,3.12,0.49,0.61,0.0,75.5,75.6,44.6,33.8,78.5,-212.6,77.5,-53.6,102.5,102.5,1.16,33.59
WDR,2014-12-01,174.9,76.2,98.8,-1.3,1.34,102.6,1.35,0.0,-120.7,227.4,101.0,2.9,0.75,0.82,0.27,101.0,101.0,65.8,60.3,58.1,-64.7,-72.2,-78.7,20.2,20.1,0.51,-15.3
NFLX,2011-12-01,2087.1,1734.5,352.6,17.7,0.87,-513.3,-1.34,197.9,-249.5,1042.0,101.5,2.78,0.17,0.16,0.0,101.5,101.5,63.0,65.2,41.3,-149.7,361.7,253.3,748.5,748.8,0.17,-15.2
REED,2019-12-01,3.5,-4.4,7.8,14.1,0.29,7.9,0.3,-3.3,-3.7,-4.3,-7.1,-0.54,-0.05,-0.05,0.0,-7.1,-7.1,-3.9,-5.8,-8.9,-1.2,21.9,11.8,-6.8,-7.5,-0.16,-1.16
CHRW,2014-12-01,411.5,304.2,107.3,-2.2,0.89,131.5,0.9,230.0,263.1,718.0,65.7,10.24,0.41,0.39,0.03,64.4,65.7,31.2,33.8,165.6,-360.0,221.3,14.9,-185.6,-175.8,1.38,16.54
HOLX,2014-09-01,-586.1,-707.6,121.5,5.6,0.28,598.3,2.54,-537.6,-451.2,38.4,32.2,-0.09,4.42,0.2,0.0,40.2,32.2,55.0,1190.1,14.6,-85.8,-276.3,-348.5,-163.4,-201.2,-0.18,3.68
INCY,2014-12-01,166.9,55.4,111.5,6.3,0.7,111.5,0.7,13.6,-77.7,156.6,11.3,0.66,0.27,0.05,0.0,11.3,11.3,3.2,34.6,17.1,-101.0,-182.5,-266.5,3.8,-2.9,-0.04,22.48
PH,2012-06-01,283.5,866.1,-582.6,-5.7,-1.99,-321.6,-1.87,-36.9,-217.7,800.0,174.9,10.31,1.11,1.11,0.29,175.7,174.9,114.6,102.7,363.5,-130.9,92.3,99.0,191.5,187.2,2.71,-12.86
LNT,2019-12-01,1274.7,655.3,619.4,8.9,1.81,619.4,1.81,599.6,604.2,113.2,67.8,0.16,0.15,0.14,0.08,67.8,67.8,41.3,45.1,132.7,-220.5,88.4,0.6,-75.9,-59.7,0.63,12.47
BAX,2014-12-01,914.0,1244.0,-330.0,-0.6,-0.61,1609.0,2.97,-261.0,-453.0,1306.0,-52.0,2.44,0.9,-0.13,0.13,4.0,-52.0,-73.1,485.0,17.0,3820.0,-3047.0,729.0,2179.0,2186.5,-0.36,2.04
AAL,2013-12-01,18768.0,13512.0,5256.0,136.2,60.55,-272.0,55.55,10899.0,5540.0,1857.0,1400.0,-4.29,0.97,2.65,0.0,1395.0,1400.0,731.3,42.0,-610.0,-2243.0,3316.0,463.0,2002.0,2142.0,-6.28,11.75
BAX,2011-12-01,1584.0,1552.0,32.0,-19.1,0.43,-610.0,-0.84,808.0,588.0,1050.0,308.0,2.65,1.5,0.4,0.09,310.0,308.0,165.6,804.0,-186.0,-163.0,579.0,321.0,-197.1,-211.5,-0.07,-0.62
DAR,2013-12-01,1691.7,733.2,958.6,46.5,3.28,387.0,1.53,636.6,-131.0,29.7,-38.9,0.01,-0.2,-0.09,0.0,-34.9,-38.9,-9.5,-21.8,-38.8,-741.6,1488.8,703.3,-67.1,-57.9,-0.39,4.84
NAT,2012-12-01,-39.8,18.4,-58.2,0.0,-3.04,-58.2,-3.04,20.0,-11.5,35.9,-0.9,0.48,0.14,0.01,-0.14,-0.9,-0.9,-3.1,-0.9,11.6,87.9,-74.8,24.7,118.8,120.4,2.14,-3.21
FLIR,2019-12-01,356.3,361.6,-5.4,-1.0,0.07,-566.1,-4.16,295.7,522.8,111.3,-26.4,1.1,-0.78,-0.16,0.04,6.4,-26.4,-26.3,-110.8,-3.8,-607.3,372.9,-220.7,5.8,13.0,-0.08,8.53
SSRM,2014-12-01,-46.5,63.7,-110.2,0.0,-1.37,-110.2,-1.37,16.0,271.4,125.4,148.3,1.56,1.28,1.15,0.0,148.3,148.3,93.0,103.6,82.8,-255.6,-112.3,-279.7,-114.9,-115.8,1.18,-1.96
NRG,2017-12-01,-7327.0,-4881.0,-2446.0,1.6,-7.56,-798.0,-2.51,-7171.0,-7011.0,159.0,225.0,0.41,-4.57,0.72,0.0,367.0,225.0,228.8,-1379.0,-298.0,118.0,-370.0,408.0,1094.9,1082.6,0.18,16.22
GRMN,2011-12-01,482.6,275.7,207.0,0.3,1.04,145.5,0.72,0.0,-112.9,68.7,-82.9,0.55,-0.29,0.03,0.5,-84.1,-82.9,0.1,-63.7,51.7,-415.3,203.4,-143.2,111.0,110.2,0.27,8.82
HAS,2014-12-01,115.8,335.2,-219.4,-6.6,-1.07,-164.3,-1.03,401.7,198.7,195.0,111.0,1.95,1.04,0.62,0.12,105.2,111.0,75.7,129.7,53.3,217.2,110.0,378.0,-38.7,-46.5,0.44,-0.02
CMCSA,2011-12-01,39284.0,20192.0,19092.0,-141.1,0.75,-23664.0,-4.53,7894.0,12285.0,17905.0,2661.0,3.41,0.11,0.05,0.04,3180.0,2661.0,219.8,525.0,3166.0,-6797.0,-6046.0,-9677.0,9685.0,9903.1,0.46,0.88
STZ,2014-02-01,6664.0,4543.0,2121.0,6.1,10.54,-3663.2,-18.99,3700.9,3968.3,2071.6,599.5,10.52,8.2,1.13,0.0,607.8,599.5,223.9,1555.3,269.9,-4657.0,3875.7,-513.3,411.5,477.3,0.49,36.79
PG,2013-06-01,7019.0,2345.0,4674.0,-15.5,1.76,2684.0,0.96,1765.0,254.0,-1890.0,-486.0,-0.6,0.22,-0.05,0.15,-458.0,-486.0,-172.0,556.0,1589.0,-5202.0,3339.0,-157.0,-335.0,-398.8,0.58,15.74
PCAR,2019-12-01,2878.7,1765.5,1113.2,-0.3,3.24,1113.2,3.24,1323.6,453.8,2104.0,290.8,6.86,0.63,0.58,0.19,290.8,290.8,180.6,192.8,-132.0,-276.7,12.3,-332.0,480.6,486.6,-0.4,21.96
AES,2019-12-01,1127.0,1502.0,-375.0,1.6,-0.33,-245.0,-0.38,1155.0,1205.0,-547.0,-236.0,-0.88,-1.36,-0.15,0.03,-238.0,-236.0,-99.1,-900.0,-23.0,-2216.0,1557.0,-646.0,-543.8,-547.5,-0.47,5.44
LNT,2013-12-01,326.9,125.5,201.4,-0.1,0.67,146.5,0.67,200.1,211.5,182.3,14.2,0.83,0.18,0.01,0.04,14.2,14.2,2.4,38.5,-110.1,400.8,-311.9,-21.2,415.7,427.0,1.13,3.85
EBAY,2015-12-01,-27377.0,-14047.0,-13330.0,-31.3,-10.71,-13067.0,-10.62,-878.0,826.0,-198.0,-279.0,0.08,1.39,-0.13,0.0,-333.0,-279.0,-215.0,1679.0,-1644.0,-938.0,-3532.0,-6330.0,2692.7,2714.6,-1.25,3.86
MRWSY,2012-01-01,980.1,1095.8,-115.6,-121.2,0.11,-299.7,0.03,1025.2,1008.1,1616.6,105.9,0.83,0.04,0.03,0.02,107.4,105.9,63.6,81.7,33.9,-476.4,444.3,1.8,-430.7,-427.0,-0.1,1.22
GPC,2019-12-01,1962.6,1739.1,223.5,-0.5,1.64,-97.7,-0.67,1397.6,1454.1,657.2,-49.3,5.31,-1.27,-0.15,0.17,-40.9,-49.3,-26.0,-189.4,-253.2,-67.1,222.8,-75.2,-340.6,-344.5,-2.14,10.21
TSN,2016-10-01,-596.0,-514.0,-82.0,-26.7,1.51,-1.0,-0.39,-411.0,-74.0,-4492.0,367.0,-6.37,1.58,0.83,0.2,355.0,367.0,250.7,548.0,146.0,-414.0,-342.0,-589.0,-316.1,-341.7,1.01,26.49
SHW,2016-12-01,973.6,-36.9,1010.5,0.7,10.84,1027.3,11.15,2.6,-681.5,516.3,163.7,6.1,0.9,0.63,0.68,160.8,163.7,53.5,78.9,-138.9,-15.2,673.0,519.0,-367.6,-370.5,-1.51,9.14
CMCL,2015-12-01,6.3,6.4,0.1,0.0,-0.07,-0.8,-0.07,1.7,12.2,-3.5,-5.6,-0.33,0.03,-0.18,-0.04,-5.6,-5.6,-1.9,0.4,-4.1,-10.4,1.1,-13.4,-15.8,-15.6,-1.39,-0.02
AMP,2011-12-01,1093.0,2684.0,-1591.0,-24.6,-2.97,-1697.0,-3.47,656.0,-717.0,657.0,-87.0,5.19,0.78,1.23,0.16,-88.0,-87.0,245.3,127.0,331.0,-412.0,232.0,156.0,5653.3,5622.7,1.32,-7.91
PRGO,2015-12-01,-242.3,350.4,-592.7,-3.2,-2.5,-906.9,-6.19,632.2,997.8,787.5,5.5,4.34,-0.99,-0.11,0.04,64.9,5.5,-2.3,-138.1,-90.9,-727.2,-2359.6,-3164.4,-854.3,-929.0,-1.15,-40.13
ABT,2016-12-01,11419.0,12028.0,-609.0,254.8,-0.46,2305.0,1.57,13005.0,355.0,448.0,256.0,0.48,-2.0,-0.24,0.07,205.0,256.0,-375.0,-3023.0,237.0,-654.0,13383.0,12681.0,-1694.5,-1692.0,0.17,-6.5
CVS,2014-12-01,2661.0,2636.0,25.0,-40.0,1.15,-1825.0,-1.54,-512.0,1150.0,12606.0,859.0,15.88,0.21,0.58,0.2,883.0,859.0,464.4,52.0,2354.0,-2210.0,-4457.0,-4322.0,1949.6,2010.9,2.05,24.74
CMC,2012-08-01,-241.9,-327.8,85.9,0.9,0.67,93.9,0.74,-121.6,-161.6,-10.4,106.3,-0.59,2.92,0.57,0.0,102.3,106.3,66.9,337.1,168.3,34.1,25.3,216.9,138.0,137.8,1.11,0.99
CSX,2012-12-01,1379.0,711.0,668.0,-31.5,0.88,667.0,0.88,591.0,526.0,-32.0,-6.0,0.44,0.08,0.05,0.09,-6.0,-6.0,-16.2,9.0,-545.0,310.0,745.0,510.0,-393.5,-384.8,-0.52,-1.33
MLM,2012-12-01,13.1,11.6,1.4,0.3,-0.16,5.4,0.02,-12.2,-11.6,313.2,29.8,6.71,0.04,0.52,0.0,31.6,29.8,24.0,2.1,-36.4,95.7,-15.6,43.7,-41.7,-45.0,-0.71,18.87
A,2014-10-01,129.0,114.0,15.0,3.5,-0.08,822.0,2.42,-1036.0,-579.0,154.0,33.0,0.74,-0.5,0.06,0.07,32.0,33.0,15.7,-185.0,-421.0,18.0,437.0,29.0,-782.3,-780.4,-1.23,3.23
MCO,2019-12-01,739.0,558.0,181.0,-3.6,0.86,280.0,1.0,474.0,362.0,386.0,155.0,2.32,0.67,0.64,0.24,156.0,155.0,109.3,112.0,214.0,442.0,-1151.0,-466.0,296.6,283.5,1.33,97.37
SJR,2011-08-01,3339.4,2179.2,1160.2,4.6,1.27,-2367.1,-5.34,1580.1,1383.8,1358.0,380.0,3.08,-0.11,0.34,0.12,348.7,380.0,147.8,-39.1,-222.6,229.1,447.0,453.6,-121.8,-55.3,-0.86,2.27
PGR,2016-12-01,3608.2,2921.7,686.5,-3.5,1.23,728.0,1.32,440.3,452.9,2585.5,-438.5,4.68,-0.39,-0.45,-0.21,-423.2,-438.5,-269.4,-236.6,439.8,-556.8,2.4,-114.0,9248.5,9251.6,0.64,3.7
EPD,2012-12-01,1809.3,732.6,1076.7,34.3,0.47,1169.2,0.57,1553.6,1581.4,-1729.9,225.8,-2.16,0.16,0.07,0.07,203.6,225.8,170.8,373.0,-439.6,-241.2,722.8,42.0,-656.3,-639.1,-0.09,1.85
TDG,2018-09-01,2221.8,1079.0,1142.7,0.7,22.54,594.2,14.31,1084.9,-349.3,306.8,181.5,5.44,8.32,1.36,0.0,164.7,181.5,76.6,360.2,233.5,-396.6,2529.3,2358.9,158.9,195.6,4.15,116.65
OXY,2018-12-01,1828.0,1070.0,758.0,-15.6,1.57,758.0,1.57,489.0,-872.0,5316.0,4007.0,7.05,3.69,3.16,0.04,4007.0,4007.0,2408.2,2820.0,2808.0,-127.0,-759.0,1922.0,1088.3,1108.3,1.89,-12.28
STX,2015-07-01,353.0,167.0,186.0,-24.8,0.9,-162.0,-0.31,235.0,404.0,15.0,-315.0,1.68,0.72,-0.45,0.38,-294.0,-315.0,-185.0,172.0,92.0,-965.0,-184.0,-1078.0,-180.4,-172.9,-0.06,-6.22
DAL,2012-12-01,1051.0,1786.0,-735.0,5.2,-0.86,-663.0,-0.67,-964.0,-723.0,1555.0,357.0,1.5,0.17,0.34,0.0,357.0,357.0,289.4,155.0,-358.0,-464.0,816.0,-6.0,-1161.2,-1216.9,-1.29,3.78
ABC,2014-09-01,2613.6,2976.4,-362.8,-11.3,-1.27,-344.8,-1.74,599.0,21.5,31609.9,199.6,145.22,-0.67,-0.34,0.1,198.9,199.6,-86.6,-159.5,676.6,-501.5,238.0,413.1,205.7,211.9,2.75,16.2
